EmployeeId,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
93,27.0,Travel_Frequently,293.9999999999999,Research & Development,10.0,College,Life Sciences,1.0,Very High,Male,32.0,High,3.0,Manufacturing Director,Low,Divorced,8793.0,4809.0,1.0,Y,No,21.0,Outstanding,High,80.0,2.0,9.0,4.0,Good,9.0,7.0,1.0,7.0,No
94,37.0,Travel_Rarely,342.0,Sales,16.0,Master,Marketing,1.0,Very High,Male,66.0,Good,2.0,Sales Executive,High,Divorced,6334.0,24558.000000000004,4.0,Y,No,19.0,Excellent,Very High,80.0,2.0,9.0,2.0,Excellent,1.0,0.0,0.0,0.0,No
95,27.0,Travel_Rarely,199.0,Research & Development,6.0,Bachelor,Life Sciences,1.0,Very High,Male,55.0,Good,1.0,Research Scientist,High,Married,2539.0,7950.0,1.0,Y,No,13.0,Excellent,High,80.0,1.0,4.0,0.0,Excellent,4.0,2.0,2.0,2.0,No
96,37.0,Travel_Frequently,319.0,Sales,4.0,Master,Marketing,1.0,Low,Male,41.0,High,1.0,Sales Representative,Very High,Divorced,2793.0,2539.0,4.0,Y,No,17.0,Excellent,High,80.0,1.0,13.0,2.0,Excellent,9.0,8.0,5.0,8.0,No
97,31.0,Travel_Rarely,1062.0,Research & Development,24.0,Bachelor,Medical,1.0,High,Female,96.0,Good,2.0,Healthcare Representative,Low,Single,6812.0,17198.0,1.0,Y,No,19.0,Excellent,Good,80.0,0.0,10.0,2.0,Excellent,10.0,9.0,1.0,8.0,No
98,48.0,Travel_Rarely,715.0,Research & Development,1.0,Bachelor,Life Sciences,1.0,Very High,Male,76.0,Good,5.0,Research Director,Very High,Single,18265.0,8732.999999999996,6.0,Y,No,12.0,Excellent,High,80.0,0.0,25.0,3.0,Outstanding,1.0,0.0,0.0,0.0,No
99,36.0,Travel_Rarely,676.0,Research & Development,1.0,Bachelor,Other,1.0,High,Female,35.0,High,2.0,Manufacturing Director,Good,Married,5228.0,23361.0,0.0,Y,No,15.0,Excellent,Low,80.0,1.0,10.0,2.0,Excellent,9.0,7.0,0.0,5.0,No
100,37.0,Travel_Rarely,977.0000000000001,Research & Development,1.0,Bachelor,Life Sciences,1.0,Very High,Female,56.0,Good,2.0,Manufacturing Director,Very High,Married,6474.0,9961.0,1.0,Y,No,13.0,Excellent,Good,80.0,1.0,14.0,2.0,Good,14.0,8.0,3.0,11.0,No
101,38.0,Travel_Rarely,702.0,Sales,1.0,Master,Life Sciences,1.0,Low,Female,59.0,Good,2.0,Sales Executive,Very High,Single,8686.000000000002,12930.0,4.0,Y,No,22.0,Outstanding,High,80.0,0.0,12.0,2.0,Outstanding,8.0,3.0,0.0,7.0,No
102,32.0,Travel_Rarely,117.0,Sales,13.0,Master,Life Sciences,1.0,Good,Male,73.0,High,2.0,Sales Executive,Very High,Divorced,4403.0,9250.0,2.0,Y,No,11.0,Excellent,High,80.0,1.0,8.0,3.0,Good,5.0,2.0,0.0,3.0,No
103,28.0,Travel_Rarely,857.0,Research & Development,10.0,Bachelor,Other,1.0,High,Female,59.0,High,2.0,Research Scientist,High,Single,3660.0,7908.999999999999,3.0,Y,No,13.0,Excellent,Very High,80.0,0.0,10.0,4.0,Outstanding,8.0,7.0,1.0,7.0,No
104,43.0,Travel_Frequently,957.0,Research & Development,28.0,Bachelor,Medical,1.0,Good,Female,72.0,Very High,1.0,Research Scientist,High,Single,4739.0,16090.0,4.0,Y,No,12.0,Excellent,Very High,80.0,0.0,18.0,2.0,Excellent,3.0,2.0,1.0,2.0,No
105,30.0,Travel_Rarely,1465.0,Research & Development,1.0,Bachelor,Medical,1.0,Very High,Male,63.0,High,1.0,Research Scientist,Good,Married,3579.0,9368.999999999998,0.0,Y,Yes,21.0,Outstanding,Low,80.0,1.0,12.0,2.0,Excellent,11.0,9.0,5.0,7.0,No
106,33.0,Non-Travel,722.0,Sales,17.0,Bachelor,Life Sciences,1.0,Very High,Male,38.0,High,4.0,Manager,High,Single,17443.999999999996,20489.0,1.0,Y,No,11.0,Excellent,Very High,80.0,0.0,10.0,2.0,Excellent,10.0,8.0,6.0,0.0,No
107,43.0,Travel_Rarely,177.0,Research & Development,8.0,Bachelor,Life Sciences,1.0,Low,Female,55.0,High,2.0,Manufacturing Director,Good,Divorced,4765.0,23814.0,4.0,Y,No,21.0,Outstanding,High,80.0,1.0,4.0,2.0,Outstanding,1.0,0.0,0.0,0.0,No
108,42.0,Travel_Frequently,457.9999999999999,Research & Development,26.0,Doctor,Medical,1.0,Low,Female,60.0,High,3.0,Research Director,Low,Married,13191.000000000002,23281.0,3.0,Y,Yes,17.0,Excellent,High,80.0,0.0,20.0,6.0,Excellent,1.0,0.0,0.0,0.0,No
109,37.0,Travel_Rarely,921.0,Research & Development,10.0,Bachelor,Medical,1.0,High,Female,98.0,High,1.0,Laboratory Technician,Low,Married,3452.0,17663.0,6.0,Y,No,20.0,Outstanding,Good,80.0,1.0,17.0,3.0,Excellent,5.0,4.0,0.0,3.0,No
110,24.0,Travel_Frequently,535.0,Sales,24.0,Bachelor,Medical,1.0,Very High,Male,38.0,High,1.0,Sales Representative,Very High,Married,2399.9999999999995,5530.0,0.0,Y,No,13.0,Excellent,High,80.0,2.0,3.0,3.0,Excellent,2.0,2.0,2.0,1.0,No
111,37.0,Non-Travel,1063.0,Research & Development,25.0,Doctor,Medical,1.0,Good,Female,72.0,High,2.0,Research Scientist,High,Married,4449.0,23866.0,3.0,Y,Yes,15.0,Excellent,Low,80.0,2.0,15.0,2.0,Excellent,13.0,11.0,10.0,7.0,No
112,37.0,Travel_Rarely,558.0,Sales,2.0,Bachelor,Marketing,1.0,Very High,Male,75.0,High,2.0,Sales Executive,High,Married,9602.0,3010.0,4.0,Y,Yes,11.0,Excellent,High,80.0,1.0,17.0,3.0,Good,3.0,0.0,1.0,0.0,No
113,40.0,Travel_Frequently,1395.0000000000005,Research & Development,26.0,Bachelor,Medical,1.0,Good,Female,54.0,High,2.0,Research Scientist,Good,Divorced,5605.0,8503.999999999996,1.0,Y,No,11.0,Excellent,Low,80.0,1.0,20.0,2.0,Excellent,20.0,7.0,2.0,13.0,No
114,55.0,Travel_Rarely,435.99999999999994,Sales,2.0,Below College,Medical,1.0,High,Male,37.0,High,2.0,Sales Executive,Very High,Single,5160.0,21519.0,4.0,Y,No,16.0,Excellent,High,80.0,0.0,12.0,3.0,Good,9.0,7.0,7.0,3.0,Yes
115,34.0,Travel_Rarely,506.99999999999994,Sales,15.0,College,Medical,1.0,High,Female,66.0,High,2.0,Sales Executive,Low,Single,6125.0,23553.0,1.0,Y,No,12.0,Excellent,Very High,80.0,0.0,10.0,6.0,Outstanding,10.0,8.0,9.0,6.0,No
116,18.0,Travel_Rarely,812.0,Sales,10.0,Bachelor,Medical,1.0,Very High,Female,69.0,Good,1.0,Sales Representative,High,Single,1199.999999999999,9724.0,1.0,Y,No,12.0,Excellent,Low,80.0,0.0,0.0,2.0,Excellent,0.0,0.0,0.0,0.0,No
117,41.0,Travel_Rarely,333.99999999999994,Sales,2.0,Master,Life Sciences,1.0,Very High,Male,88.0,High,4.0,Manager,Good,Single,16014.999999999996,15896.0,1.0,Y,No,19.0,Excellent,Good,80.0,0.0,22.0,2.0,Excellent,22.0,10.0,0.0,4.0,No
118,44.0,Travel_Frequently,383.0,Sales,1.0,Doctor,Marketing,1.0,Low,Female,79.0,High,2.0,Sales Executive,High,Married,4768.0,9282.0,7.0,Y,No,12.0,Excellent,High,80.0,1.0,11.0,4.0,Good,1.0,0.0,0.0,0.0,No
119,42.0,Travel_Rarely,691.0,Sales,8.0,Master,Marketing,1.0,High,Male,48.0,High,2.0,Sales Executive,Good,Married,6825.0,21173.0,0.0,Y,No,11.0,Excellent,Very High,80.0,1.0,10.0,2.0,Excellent,9.0,7.0,4.0,2.0,No
120,51.0,Travel_Rarely,313.0,Research & Development,3.0,Bachelor,Medical,1.0,Very High,Female,98.0,High,4.0,Healthcare Representative,Good,Single,13734.000000000002,7192.000000000002,3.0,Y,No,18.0,Excellent,High,80.0,0.0,21.0,6.0,Excellent,7.0,7.0,1.0,0.0,No
121,32.0,Travel_Rarely,514.9999999999998,Research & Development,1.0,Bachelor,Life Sciences,1.0,Very High,Male,62.0,Good,1.0,Laboratory Technician,High,Single,3730.0,9571.0,0.0,Y,Yes,14.0,Excellent,Very High,80.0,0.0,4.0,2.0,Low,3.0,2.0,1.0,2.0,Yes
122,31.0,Travel_Rarely,688.0,Sales,7.0,Bachelor,Life Sciences,1.0,High,Male,44.0,Good,3.0,Manager,Very High,Divorced,11557.000000000004,25291.0,9.0,Y,No,21.0,Outstanding,High,80.0,1.0,10.0,3.0,Good,5.0,4.0,0.0,1.0,No
123,31.0,Travel_Frequently,853.0,Research & Development,1.0,Below College,Life Sciences,1.0,High,Female,96.0,High,2.0,Manufacturing Director,Low,Married,4148.0,11275.000000000002,1.0,Y,No,12.0,Excellent,High,80.0,1.0,4.0,1.0,Excellent,4.0,3.0,0.0,3.0,No
124,30.0,Travel_Frequently,109.0,Research & Development,5.0,Bachelor,Medical,1.0,Good,Female,60.0,High,1.0,Laboratory Technician,Good,Single,2422.0,25725.0,0.0,Y,No,17.0,Excellent,Low,80.0,0.0,4.0,3.0,Excellent,3.0,2.0,1.0,2.0,Yes
125,36.0,Travel_Rarely,329.0,Research & Development,2.0,Bachelor,Life Sciences,1.0,Very High,Female,96.0,High,1.0,Research Scientist,High,Married,2543.0,11868.0,4.0,Y,No,13.0,Excellent,Good,80.0,1.0,6.0,3.0,Excellent,2.0,2.0,2.0,2.0,No
126,28.0,Travel_Rarely,895.0,Research & Development,15.0,College,Life Sciences,1.0,Low,Male,50.0,High,1.0,Laboratory Technician,High,Divorced,2207.0,22482.0,1.0,Y,No,16.0,Excellent,Very High,80.0,1.0,4.0,5.0,Good,4.0,2.0,2.0,2.0,No
127,30.0,Travel_Rarely,1176.0,Research & Development,20.0,Bachelor,Other,1.0,High,Male,85.0,High,2.0,Manufacturing Director,Low,Married,9957.0,9096.0,0.0,Y,No,15.0,Excellent,High,80.0,1.0,7.0,1.0,Good,6.0,2.0,0.0,2.0,No
128,35.0,Travel_Rarely,890.0,Sales,2.0,Bachelor,Marketing,1.0,Very High,Female,97.0,High,1.0,Sales Representative,Very High,Married,2014.0,9687.0,1.0,Y,No,13.0,Excellent,Low,80.0,0.0,2.0,3.0,Excellent,2.0,2.0,2.0,2.0,No
129,59.0,Travel_Rarely,1429.0,Research & Development,18.0,Master,Medical,1.0,Very High,Male,67.0,High,3.0,Manufacturing Director,Very High,Single,10512.0,20002.0,6.0,Y,No,12.0,Excellent,Very High,80.0,0.0,25.0,6.0,Good,9.0,7.0,5.0,4.0,No
130,39.0,Non-Travel,1485.0,Research & Development,25.0,College,Life Sciences,1.0,High,Male,71.0,High,3.0,Healthcare Representative,High,Married,10920.000000000004,3449.0,3.0,Y,No,21.0,Outstanding,Good,80.0,1.0,13.0,2.0,Excellent,6.0,4.0,0.0,5.0,No
131,29.0,Travel_Frequently,441.99999999999994,Sales,2.0,College,Life Sciences,1.0,Good,Male,44.0,High,2.0,Sales Executive,Very High,Single,4554.0,20260.0,1.0,Y,No,18.0,Excellent,Low,80.0,0.0,10.0,3.0,Good,10.0,7.0,0.0,9.0,No
132,34.0,Travel_Frequently,988.0,Human Resources,23.0,Bachelor,Human Resources,1.0,Good,Female,43.0,High,3.0,Human Resources,Low,Divorced,9950.0,11533.0,9.0,Y,Yes,15.0,Excellent,High,80.0,3.0,11.0,2.0,Excellent,3.0,2.0,0.0,2.0,Yes
133,36.0,Travel_Rarely,506.0,Research & Development,3.0,Bachelor,Technical Degree,1.0,High,Male,30.0,High,2.0,Research Scientist,Good,Single,4485.0,26285.0,4.0,Y,No,12.0,Excellent,Very High,80.0,0.0,10.0,2.0,Excellent,8.0,0.0,7.0,7.0,No
134,30.0,Travel_Rarely,201.0,Research & Development,5.0,Bachelor,Technical Degree,1.0,Very High,Female,84.0,High,1.0,Research Scientist,Low,Divorced,3204.0,10415.0,5.0,Y,No,14.0,Excellent,Very High,80.0,1.0,8.0,3.0,Excellent,3.0,2.0,2.0,2.0,No
135,27.0,Travel_Rarely,269.0000000000001,Research & Development,5.0,Below College,Technical Degree,1.0,High,Male,42.0,Good,3.0,Research Director,Very High,Divorced,12808.0,8842.0,1.0,Y,Yes,16.0,Excellent,Good,80.0,1.0,9.0,3.0,Excellent,9.0,8.0,0.0,8.0,No
136,43.0,Travel_Rarely,1001.0,Research & Development,7.0,Bachelor,Life Sciences,1.0,High,Female,43.0,High,3.0,Healthcare Representative,Low,Married,9985.0,9262.0,8.0,Y,No,16.0,Excellent,Low,80.0,1.0,10.0,1.0,Good,1.0,0.0,0.0,0.0,No
137,38.0,Travel_Rarely,343.00000000000017,Research & Development,15.0,College,Life Sciences,1.0,High,Male,92.0,Good,3.0,Research Director,Very High,Divorced,11510.0,15682.0,0.0,Y,Yes,14.0,Excellent,Good,80.0,1.0,12.0,3.0,Excellent,11.0,10.0,2.0,9.0,No
138,31.0,Travel_Frequently,793.0,Sales,20.0,Bachelor,Life Sciences,1.0,High,Male,67.0,Very High,1.0,Sales Representative,Very High,Married,2791.0,21981.0,0.0,Y,No,12.0,Excellent,Low,80.0,1.0,3.0,4.0,Excellent,2.0,2.0,2.0,2.0,No
139,30.0,Travel_Rarely,500.99999999999983,Sales,27.0,Doctor,Marketing,1.0,High,Male,99.0,High,2.0,Sales Executive,Very High,Divorced,5304.0,25275.0,7.0,Y,No,23.0,Outstanding,Very High,80.0,1.0,10.0,2.0,Good,8.0,7.0,7.0,7.0,No
140,44.0,Travel_Rarely,1448.0,Sales,28.0,Bachelor,Medical,1.0,Very High,Female,53.0,Very High,4.0,Sales Executive,Very High,Married,13320.000000000004,11737.0,3.0,Y,Yes,18.0,Excellent,High,80.0,1.0,23.0,2.0,Excellent,12.0,11.0,11.0,11.0,No
141,23.0,Travel_Rarely,649.9999999999999,Research & Development,9.0,Below College,Medical,1.0,Good,Male,37.0,High,1.0,Laboratory Technician,Low,Married,2500.0,4344.0,1.0,Y,No,14.0,Excellent,Very High,80.0,1.0,5.0,2.0,Outstanding,4.0,3.0,0.0,2.0,No
142,21.0,Travel_Rarely,1334.0,Research & Development,10.0,Bachelor,Life Sciences,1.0,High,Female,36.0,Good,1.0,Laboratory Technician,Low,Single,1416.0000000000005,17258.0,1.0,Y,No,13.0,Excellent,Low,80.0,0.0,1.0,6.0,Good,1.0,0.0,1.0,0.0,Yes
143,31.0,Travel_Rarely,1222.0,Research & Development,11.0,Master,Life Sciences,1.0,Very High,Male,48.0,High,1.0,Research Scientist,Very High,Married,2355.9999999999995,14871.0,3.0,Y,Yes,19.0,Excellent,Good,80.0,1.0,8.0,2.0,Excellent,6.0,4.0,0.0,2.0,No
144,46.0,Travel_Rarely,377.0000000000001,Sales,9.0,Bachelor,Marketing,1.0,Low,Male,52.0,High,3.0,Sales Executive,Very High,Divorced,10096.0,15986.0,4.0,Y,No,11.0,Excellent,Low,80.0,1.0,28.0,1.0,Outstanding,7.0,7.0,4.0,3.0,Yes
145,53.0,Travel_Rarely,346.0000000000003,Research & Development,6.0,Bachelor,Life Sciences,1.0,Very High,Male,86.0,High,2.0,Laboratory Technician,Very High,Single,2450.000000000002,10919.0,2.0,Y,No,17.0,Excellent,Very High,80.0,0.0,19.0,4.0,Excellent,2.0,2.0,2.0,2.0,No
146,49.0,Travel_Rarely,1418.0,Research & Development,1.0,Bachelor,Technical Degree,1.0,High,Female,36.0,High,1.0,Research Scientist,Low,Married,3580.0,10554.0,2.0,Y,No,16.0,Excellent,Good,80.0,1.0,7.0,2.0,Excellent,4.0,2.0,0.0,2.0,No
147,46.0,Travel_Rarely,1003.0,Research & Development,8.0,Master,Life Sciences,1.0,Very High,Female,74.0,Good,2.0,Research Scientist,Low,Divorced,4615.0,21029.0,8.0,Y,Yes,23.0,Outstanding,Low,80.0,3.0,19.0,2.0,Excellent,16.0,13.0,1.0,7.0,No
148,31.0,Travel_Rarely,139.9999999999999,Research & Development,12.0,Below College,Medical,1.0,High,Female,95.0,High,1.0,Research Scientist,Very High,Married,3929.0,6983.999999999999,8.0,Y,Yes,23.0,Outstanding,High,80.0,1.0,7.0,0.0,Excellent,4.0,2.0,0.0,2.0,No
149,58.0,Travel_Rarely,1055.0,Research & Development,1.0,Bachelor,Medical,1.0,Very High,Female,76.0,High,5.0,Research Director,Low,Married,19701.0,22456.0,3.0,Y,Yes,21.0,Outstanding,High,80.0,1.0,32.0,3.0,Excellent,9.0,8.0,1.0,5.0,No
150,34.0,Non-Travel,1065.0,Sales,23.0,Master,Marketing,1.0,Good,Male,72.0,High,2.0,Sales Executive,High,Single,4568.0,10034.0,0.0,Y,No,20.0,Outstanding,High,80.0,0.0,10.0,2.0,Excellent,9.0,5.0,8.0,7.0,No
151,35.0,Travel_Frequently,664.0,Research & Development,1.0,Bachelor,Medical,1.0,Good,Male,79.0,High,1.0,Research Scientist,Low,Married,2194.0,5868.0,4.0,Y,No,13.0,Excellent,Very High,80.0,1.0,5.0,2.0,Good,3.0,2.0,1.0,2.0,No
152,32.0,Travel_Rarely,333.99999999999994,Research & Development,5.0,College,Life Sciences,1.0,Low,Male,80.0,Very High,1.0,Research Scientist,Good,Divorced,3298.0,15053.0,0.0,Y,Yes,12.0,Excellent,Very High,80.0,2.0,7.0,5.0,Good,6.0,2.0,0.0,5.0,No
153,35.0,Travel_Rarely,144.0,Research & Development,22.0,Bachelor,Life Sciences,1.0,Very High,Male,46.0,Low,1.0,Laboratory Technician,High,Single,4230.0,19225.0,0.0,Y,No,15.0,Excellent,High,80.0,0.0,6.0,2.0,Excellent,5.0,4.0,4.0,3.0,No
154,19.0,Travel_Rarely,265.0,Research & Development,25.0,Bachelor,Life Sciences,1.0,Good,Female,57.0,Very High,1.0,Research Scientist,Very High,Single,2994.0,21221.0,1.0,Y,Yes,12.0,Excellent,Very High,80.0,0.0,1.0,2.0,Excellent,1.0,0.0,0.0,1.0,No
155,28.0,Travel_Rarely,866.0000000000001,Sales,5.0,Bachelor,Medical,1.0,Very High,Male,84.0,High,2.0,Sales Executive,Low,Single,8463.0,23489.999999999996,0.0,Y,No,18.0,Excellent,Very High,80.0,0.0,6.0,4.0,Excellent,5.0,4.0,1.0,3.0,No
156,32.0,Travel_Rarely,1045.0,Sales,4.0,Master,Medical,1.0,Very High,Male,32.0,Low,3.0,Sales Executive,Very High,Married,10400.0,25812.0,1.0,Y,No,11.0,Excellent,High,80.0,0.0,14.0,2.0,Good,14.0,8.0,9.0,8.0,Yes
157,43.0,Travel_Frequently,421.99999999999994,Research & Development,1.0,Bachelor,Life Sciences,1.0,Very High,Female,33.0,High,2.0,Healthcare Representative,Very High,Married,5562.0,21782.0,4.0,Y,No,13.0,Excellent,Good,80.0,1.0,12.0,2.0,Good,5.0,2.0,2.0,2.0,No
158,37.0,Travel_Rarely,367.0,Research & Development,25.0,College,Medical,1.0,High,Female,52.0,Good,2.0,Healthcare Representative,Very High,Divorced,5731.000000000001,17171.0,7.0,Y,No,13.0,Excellent,High,80.0,2.0,9.0,2.0,Excellent,6.0,2.0,1.0,3.0,No
159,38.0,Travel_Rarely,1260.9999999999998,Research & Development,2.0,Master,Life Sciences,1.0,Very High,Male,88.0,High,2.0,Manufacturing Director,High,Married,6553.0,7258.999999999998,9.0,Y,No,14.0,Excellent,Good,80.0,0.0,14.0,3.0,Excellent,1.0,0.0,0.0,0.0,No
160,30.0,Travel_Rarely,1240.0,Human Resources,9.0,Bachelor,Human Resources,1.0,High,Male,48.0,High,2.0,Human Resources,Very High,Married,6347.0,13982.0,0.0,Y,Yes,19.0,Excellent,Very High,80.0,0.0,12.0,2.0,Low,11.0,9.0,4.0,7.0,No
161,53.0,Travel_Rarely,1436.0,Sales,6.0,College,Marketing,1.0,Good,Male,34.0,High,2.0,Sales Representative,High,Married,2305.9999999999995,16047.0,2.0,Y,Yes,20.0,Outstanding,Very High,80.0,1.0,13.0,3.0,Low,7.0,7.0,4.0,5.0,No
162,42.0,Travel_Rarely,635.0,Sales,1.0,Below College,Life Sciences,1.0,Good,Male,99.0,High,2.0,Sales Executive,High,Married,4907.0,24532.0,1.0,Y,No,25.0,Outstanding,High,80.0,0.0,20.0,3.0,Excellent,20.0,16.0,11.0,6.0,No
163,30.0,Travel_Frequently,159.9999999999999,Research & Development,3.0,Bachelor,Medical,1.0,High,Female,71.0,High,1.0,Research Scientist,High,Divorced,2083.0,22653.0,1.0,Y,No,20.0,Outstanding,High,80.0,1.0,1.0,2.0,Excellent,1.0,0.0,0.0,0.0,No
164,25.0,Travel_Rarely,867.0,Sales,19.0,College,Marketing,1.0,High,Male,36.0,Good,1.0,Sales Representative,Good,Married,2413.0000000000005,18798.0,1.0,Y,Yes,18.0,Excellent,High,80.0,3.0,1.0,2.0,Excellent,1.0,0.0,0.0,0.0,Yes
165,53.0,Travel_Rarely,447.0,Research & Development,2.0,Bachelor,Medical,1.0,Very High,Male,39.0,Very High,4.0,Research Director,Good,Single,16598.0,19764.0,4.0,Y,No,12.0,Excellent,Good,80.0,0.0,35.0,2.0,Good,9.0,8.0,8.0,8.0,No
166,29.0,Travel_Rarely,1090.0000000000002,Sales,10.0,Bachelor,Marketing,1.0,Very High,Male,83.0,High,1.0,Sales Representative,Good,Divorced,2296.9999999999995,17967.0,1.0,Y,No,14.0,Excellent,Very High,80.0,2.0,2.0,2.0,Excellent,2.0,2.0,2.0,2.0,No
167,42.0,Travel_Frequently,481.0,Sales,12.0,Bachelor,Life Sciences,1.0,High,Male,44.0,High,4.0,Sales Executive,Low,Single,13757.999999999998,2447.0,0.0,Y,Yes,12.0,Excellent,Good,80.0,0.0,22.0,2.0,Good,21.0,9.0,13.0,14.0,Yes
168,34.0,Travel_Frequently,702.0,Research & Development,16.0,Master,Life Sciences,1.0,High,Female,100.0,Good,1.0,Research Scientist,Very High,Single,2553.0000000000005,8306.0,1.0,Y,No,16.0,Excellent,High,80.0,0.0,6.0,3.0,Excellent,5.0,2.0,1.0,3.0,No
169,28.0,Travel_Rarely,1169.0,Human Resources,8.0,College,Medical,1.0,Good,Male,63.0,Good,1.0,Human Resources,Very High,Divorced,4936.0,23965.0,1.0,Y,No,13.0,Excellent,Very High,80.0,1.0,6.0,6.0,Excellent,5.0,1.0,0.0,4.0,No
170,43.0,Travel_Rarely,1034.0,Sales,16.0,Bachelor,Marketing,1.0,Very High,Female,80.0,High,4.0,Manager,Very High,Married,16063.999999999996,7744.0,5.0,Y,Yes,22.0,Outstanding,High,80.0,1.0,22.0,3.0,Excellent,17.0,13.0,1.0,9.0,No
171,37.0,Travel_Rarely,227.99999999999966,Sales,6.0,Master,Medical,1.0,High,Male,98.0,High,2.0,Sales Executive,Very High,Married,6501.999999999999,22825.0,4.0,Y,No,14.0,Excellent,Good,80.0,1.0,7.0,5.0,Outstanding,5.0,4.0,0.0,1.0,No
172,44.0,Travel_Rarely,1112.0,Human Resources,1.0,Master,Life Sciences,1.0,Low,Female,50.0,Good,2.0,Human Resources,High,Single,5985.0,26894.0,4.0,Y,No,11.0,Excellent,Good,80.0,0.0,10.0,1.0,Outstanding,2.0,2.0,0.0,2.0,No
173,34.0,Non-Travel,999.0,Research & Development,26.0,Below College,Technical Degree,1.0,Low,Female,92.0,Good,1.0,Research Scientist,High,Divorced,2029.0,15891.0,1.0,Y,No,20.0,Outstanding,High,80.0,3.0,5.0,2.0,Excellent,5.0,4.0,0.0,0.0,No
174,28.0,Travel_Rarely,303.9999999999999,Sales,9.0,Master,Life Sciences,1.0,Good,Male,92.0,High,2.0,Sales Executive,Very High,Single,5253.0,20750.0,1.0,Y,No,16.0,Excellent,Very High,80.0,0.0,7.0,1.0,Excellent,7.0,5.0,0.0,7.0,No
175,40.0,Travel_Rarely,300.0,Sales,26.0,Bachelor,Marketing,1.0,High,Male,74.0,High,2.0,Sales Executive,Low,Married,8396.0,22217.0,1.0,Y,No,14.0,Excellent,Good,80.0,1.0,8.0,3.0,Good,7.0,7.0,7.0,5.0,No
176,34.0,Travel_Rarely,1111.0,Sales,8.0,College,Life Sciences,1.0,High,Female,93.0,High,2.0,Sales Executive,Low,Married,6500.0,13305.0,5.0,Y,No,17.0,Excellent,Good,80.0,1.0,6.0,1.0,Excellent,3.0,2.0,1.0,2.0,No
177,44.0,Travel_Rarely,625.0,Research & Development,4.0,Bachelor,Medical,1.0,Very High,Male,50.0,High,2.0,Healthcare Representative,Good,Single,5933.0,5197.0,9.0,Y,No,12.0,Excellent,Very High,80.0,0.0,10.0,2.0,Good,5.0,2.0,2.0,3.0,No
178,25.0,Travel_Rarely,180.0,Research & Development,2.0,Below College,Medical,1.0,Low,Male,65.0,Very High,1.0,Research Scientist,Low,Single,3424.0,21632.0,7.0,Y,No,13.0,Excellent,High,80.0,0.0,6.0,3.0,Good,4.0,3.0,0.0,1.0,No
179,34.0,Travel_Rarely,699.0,Research & Development,6.0,Below College,Medical,1.0,Good,Male,83.0,High,1.0,Research Scientist,Low,Single,2960.0,17102.0,2.0,Y,No,11.0,Excellent,High,80.0,0.0,8.0,2.0,Excellent,4.0,2.0,1.0,3.0,Yes
180,60.0,Travel_Rarely,421.99999999999994,Research & Development,7.0,Bachelor,Life Sciences,1.0,Low,Female,41.0,High,5.0,Manager,Low,Married,19566.0,3854.000000000002,5.0,Y,No,11.0,Excellent,Very High,80.0,0.0,33.0,5.0,Low,29.0,8.0,11.0,10.0,No
181,32.0,Travel_Rarely,601.0,Sales,7.0,Doctor,Marketing,1.0,Very High,Male,97.0,High,2.0,Sales Executive,Very High,Married,9204.0,23343.0,4.0,Y,No,12.0,Excellent,High,80.0,1.0,7.0,3.0,Good,4.0,3.0,0.0,3.0,No
182,36.0,Travel_Rarely,188.0,Research & Development,7.0,Master,Other,1.0,Good,Male,65.0,High,1.0,Research Scientist,Very High,Single,4678.0,23293.0,2.0,Y,No,18.0,Excellent,High,80.0,0.0,8.0,6.0,Excellent,6.0,2.0,0.0,1.0,No
183,32.0,Non-Travel,1109.0,Research & Development,29.0,Master,Medical,1.0,Very High,Female,69.0,High,1.0,Laboratory Technician,High,Single,4025.0,11134.999999999998,9.0,Y,No,12.0,Excellent,Good,80.0,0.0,10.0,2.0,Excellent,8.0,7.0,7.0,7.0,No
184,42.0,Travel_Rarely,1147.0,Human Resources,10.0,Bachelor,Human Resources,1.0,High,Female,31.0,High,4.0,Manager,Low,Married,16799.0,16616.0,0.0,Y,No,14.0,Excellent,High,80.0,1.0,21.0,5.0,Excellent,20.0,7.0,0.0,9.0,No
185,40.0,Travel_Rarely,575.0,Sales,22.0,College,Marketing,1.0,High,Male,68.0,Good,2.0,Sales Executive,High,Married,6380.0,6109.999999999997,2.0,Y,Yes,12.0,Excellent,Low,80.0,2.0,8.0,6.0,Excellent,6.0,4.0,1.0,0.0,Yes
186,25.0,Travel_Rarely,240.00000000000023,Sales,5.0,Bachelor,Marketing,1.0,High,Male,46.0,Good,2.0,Sales Executive,High,Single,5743.999999999999,26959.0,1.0,Y,Yes,11.0,Excellent,Very High,80.0,0.0,6.0,1.0,Excellent,6.0,4.0,0.0,3.0,Yes
